Dept,Course Number,Level,Hours,Name,Description
CHEM,CHEM-3214L,3,0,Analytical Chemistry II Lab,
CHEM,CHEM-3221L,3,0,Organic Chemistry II Lab,
CHEM,CHEM-3911,3,1,IS: Chemistry,
CHEM,CHEM-3913,3,3,IS: Chemistry,
CHEM,CHEM-4004L,4,0,Instrumental Analysis Lab,
CHEM,CHEM-4014,4,4,Biochemistry I & Lab,"A detailed study of the structure and function of the major classes of biomolecules including proteins, lipids, carbohydrates, and nucleic acids. The course also includes in-depth discussions of enzyme mechanisms and catalysis, receptor/ligand interaction, cellular signaling pathways, molecular motors, and membrane structure and function. The lab provides basic biochemical techniques, including protein expression and purification, electrophoresis, and enzymology. Lecture - 3 hours; Laboratory - 3 hours. Same as BIOL-4014 This course is normally offered in the fall semester."
CHEM,CHEM-4044,4,4,Instrumental Analysis,
CHEM,CHEM-4113,4,3,Physical Chemistry I,"Prerequisites: CHEM-3124 and MATH-2114 with a grade of C"" or better. Corequisite: CHEM-4121. A study of the mathematical approaches to the physical properties of chemical systems"
CHEM,CHEM-4114,4,4,Physical Chemistry I,
CHEM,CHEM-4121,4,1,Phys Chem Exper I,"Corequisite: CHEM-4113. Lab exercises to accompany CHEM-4113, which is a corequisite. Laboratory - 3 hours. This course is normally offered in the fall semester of odd numbered years."
CHEM,CHEM-4123,4,3,Biochemistry II,"Prerequisite: CHEM-4014 with a grade of C"" or better. A detailed overview of intermediary metabolism including discussion of glycolysis"
CHEM,CHEM-4213,4,3,Physical Chemistry II,"Prerequisite: CHEM-4113 with a grade of C"" or better. Corequisite: CHEM-4221. A study of quantum mechanical investigations into chemical systems"
CHEM,CHEM-4221,4,1,Phys Chem Exper II,"Prerequisite: CHEM-4121 with a grade of C"" or better. Corequisite: CHEM-4213. A continuation of CHEM-4121. Laboratory - 3 hours. This course is normally offered in the spring semester of even numbered years."""
CHEM,CHEM-4313,4,3,Forensic Toxicology,"Prerequisite: CHEM-3115 with a grade of C"" or better. An integrated study of toxicology as it relates to forensic science. This course will provide an introduction to postmortem forensic toxicology"
CHEM,CHEM-4414,4,4,Inorganic Chemistry,"Prerequisites: CHEM-3124 with a grade of C"" or better. A study of inorganic chemistry that includes advanced atomic theory"
CHEM,CHEM-4414L,4,0,Inorganic Chemistry Lab,
CHEM,CHEM-4514,4,4,Forensic Analysis,"Prerequisite: CHEM-2113 and CHEM-3115 with a grade of C"" or better. An integrated laboratory/lecture study of various up-to-date technologies utilized by forensic scientists in their application of science to criminal investigations. The laboratory will include many prominent analyses"
CHEM,CHEM-4514L,4,0,Forensic Analysis Lab,
CHEM,CHEM-4611,4,1,Research Methods,"Prerequisite: permission of instructor. A lab-literature approach to advanced topics and methods in chemistry. Work will involve lab experiences beyond those available in other courses, with methods development for undergraduate research projects. (1-3 hours) This course is offered as needed."
CHEM,CHEM-4612,4,2,Research Methods,"Prerequisite: permission of instructor. A lab-literature approach to advanced topics and methods in chemistry. Work will involve lab experiences beyond those available in other courses, with methods development for undergraduate research projects. (1-3 hours) This course is offered as needed."
CHEM,CHEM-4613,4,3,Research Methods,"Prerequisite: permission of instructor. A lab-literature approach to advanced topics and methods in chemistry. Work will involve lab experiences beyond those available in other courses, with methods development for undergraduate research projects. (1-3 hours) This course is offered as needed."
CHEM,CHEM-4713,4,3,Practicum in Forensic Science,"Prerequisite: CHEM-2113 and CHEM-3115 with grade of C"" or better and recommendation of the chemistry faculty. A hands-on experience in forensic science research in the chemistry laboratories at OC"
CHEM,CHEM-4803,4,3,Special Studies Chemistry I,
CHEM,CHEM-4813,4,3,Ss: Chemistry for Engineers,
CHEM,CHEM-4900,4,0,Independent Study in Chemistry,"Assigned readings, reports, or lab investigations based on the needs and interests of the individual student. Must be administered by a chemistry professor and may be taken only with the approval of both the departmental chair and the instructor directing the study. (1-3 hours) This course is offered as needed."
CHEM,CHEM-4901,4,1,IS: Chemical Health & Safety,"Prerequisites: CHEM-3115 with a grade of C"" or better and permission of instructor. Reviewing technical sources of information"
CHEM,CHEM-4902,4,2,Ind Study in Chemistry,
CHEM,CHEM-4903,4,3,Is: Res. Problems in Biochem,
CHEM,CHEM-4904,4,4,Is Inorganic Chemistry,
CHEM,CHEM-4913,4,3,Undergraduate Research,
CHEM,CHEM-4914,4,4,IS: Chemistry,
CHNS,CHNS-0010,0,0,Chinese Lower Division,
CHNS,CHNS-0013,0,3,Chinese Lower Division,
CHNS,CHNS-0014,0,4,Chinese Lower Division,
CHNS,CHNS-0020,0,0,Chinese Upper Division,
CHNS,CHNS-0023,0,3,Chinese Upper Division,
CHNS,CHNS-1113,1,3,Basic Chinese I,"Basic priciples and practices of speaking, understanding, reading, and writing Chinese."
CHNS,CHNS-1213,1,3,Basic Chinese II,
CHST,CHST-5003,5,3,Historical Theology I,"A chronological study of the history of Christian thought and interpretation of Scripture, beginning with the second century and extending through the late Middle Ages. Particular attention will be given to the development of the Christian canon, to the first seven Ecumenical Councils and the theological controversies surrounding them, and to the Platonic and Aristotelian strands of thought and their effects upon Christian theology."
CHST,CHST-5013,5,3,Historical Theology II,"A chronological study of the history of Christian thought and interpretation of Scripture, beginning with the Renaissance and Reformation period and extending into the contemporary postmodern period. Special attention will be given to the Lutheran tradition, the Reformed tradition, and Roman Catholic responses to them, as well as to theology in the Modernist and Post-Modernist modes."
CHST,CHST-5023,5,3,Hist-Restoration Movement,"In addition to studying the basic historical development of the restoration concept from the Middle Ages and Reformation to the present, students will read, analyze and discuss many of the primary documents of the movement. They will also discuss the relevance of the concept for today."
CHST,CHST-5033,5,3,Seminar in Selected Church History Topic,The content of this course varies depending on the interests of the students and teacher. The course may be repeated as content varies.
CLTR,CLTR-1101,1,1,Study Abroad Sem - Europe,This course is required for students participating in the Summer or Fall European Study Programs. Students conduct initial research on the countries they will visit as part of the program and complete the necessary pre-departure preparation. This course is normally offered in the spring semester
CLTR,CLTR-1103,1,3,American Studies,"An intermediate course in the English language for non-speakers. The course includes a review of basic English grammar, readings in the language, pronunciation drills and conversation. It is normally open only to foreign students participating in the Ibaraki Christian University-OC Exchange Program. This course is normally offered in the spring semester."
CLTR,CLTR-1113,1,3,American Studies Seminar,
CLTR,CLTR-1201,1,1,Study Abroad Seminar - Asian Studies,This course is required for students participating in the Asian Studies Program. Students conduct initial research on the countries they will visit as part of the program and complete the necessary pre-departure preparation. This course is normally offered in the spring semester.
CLTR,CLTR-1203,1,3,American Culture,"An intermediate course in American culture for non-native speakers. Emphasis may vary (literature, art, history, etc.) according to the instructor teaching the course. It is normally open only to foreign students participating in the Ibaraki Christian University-OC Exchange Program. This course is normally offered in the spring semester."
CLTR,CLTR-1301,1,1,Study Abroad - Latin America,This course is required for students participating in the Latin American study program. Students conduct initial research on the countries they will visit as part of the program and complete the necessary pre-departure preparation. This course is normally offered in the spring semester.
CLTR,CLTR-1303,1,3,Biblical Studies in English,
CLTR,CLTR-1401,1,1,SS: Turkey Internship,
CLTR,CLTR-1403,1,3,American Studies Seminar,
CLTR,CLTR-1413,1,3,Reading and Writing,
CLTR,CLTR-1423,1,3,Communication,
CLTR,CLTR-1433,1,3,Research and Presentation,
CLTR,CLTR-1801,1,1,SS: Special Topics,
CLTR,CLTR-2102,2,2,Language & Culture - Vienna,
CLTR,CLTR-2103,2,3,Cross Cultural Perspectives,"This course incorporates an interdisciplinary course to analyze the topics of identity and culture, while focusing on how these concepts interact within the context of a study abroad experience. Students will examine culture, history, politics, religion, art, and music to achieve a deeper understanding of civilization and culture through the lens of the study abroad location. For students on a study abroad trip."
CLTR,CLTR-2113,2,3,Conversational Japanese,
CLTR,CLTR-2913,2,3,Western Arts and Culture,"An analysis of the confluent events and expressions - historical, political, religious, philosophical, literary, artistic, and scientific - that shaped Western art, culture, and values. Important connections, interrelationships, and conversations among key texts, artistic works, historical events and interacting cultures. This course Is normally offered in the fall semester."
CLTR,CLTR-4801,4,1,Seminar in Us Higher Education,
CLTR,CLTR-4803,4,3,SS: International Studies 1,
CLTR,CLTR-4813,4,3,Ss: International Studies 2,
CLTR,CLTR-4823,4,3,Ss: International Studies 3,
CLTR,CLTR-4833,4,3,Ss: International Studies 4,
CLTR,CLTR-4843,4,3,SS: Special Studies,
CLTR,CLTR-4901,4,1,IS: Cltr Exchange,
CLTR,CLTR-4903,4,3,Cultural Exchange,
CLTR,CLTR-4915,4,5,Cultural Exchange,
CLTR,CLTR-5013,5,3,Secularization and Christianity,"This course will introduce students to the history and theories of secularization: the sociological process whereby societies break the connections between many of the social institutions that religion helped shape and the religions that shaped them. Students will engage with some of the key secularizing and anti-secularization writings, especially from the time of the Reformation and Enlightenment through today. Students will engage with modern Christian responses to secularization."
CLTR,CLTR-5023,5,3,Bible and Classical Literature,"A study of major texts taken from the Bible and from the literature of other ancient civilizations (Babylonian, Egyptian, Greek, and Roman). Students study the similarities of theme and genre found among these texts, and analyze the variety of responses they offer to our human condition and needs."
CLTR,CLTR-5033,5,3,Christianity and the Arts,Appreciating that which is beautiful in the world moves us closer to seeing the magnificence of God as creator
CLTR,CLTR-5043,5,3,Sacred Times and Spaces,
CLTR,CLTR-5103,5,3,"Science, Culture, & Christianity",This course will introduce students to the history and theories of the relationship between modern science and Christian faith. Students will engage with some key writings about the nature of science and the nature of scripture. Students will become familiar with some important ways of understanding the relationship between science and Christianity.
CLTR,CLTR-5113,5,3,The Cltr of 2nd Temple Judaism & Christi,"This course will examine the various cultures that are operating during the period often called Second Temple Judaism (586 B.C.- 70 A.D.) and how knowledge of this cultural background helps to shape interpretation of the teachings of Jesus and the writings of the New Testament. Special attention will be given to the major themes of the Jewish attempts to reconstruct a religious, cultural identity in the context of Hellenistic and Roman cultures and how Jesus and New Testament authors expressed their faith alongside the diversity of first-century Judaism and Greco-Roman cultures."
CLTR,CLTR-5123,5,3,Roman Caesars Vs Christian Lord,
CLTR,CLTR-5133,5,3,Kingdom of God Core Values of Jesus & Er,"A study of the sociocultural values, both assumed and explicitly espoused, of the first-century Greco-Roman world, of Jesus, and of the early church."
CLTR,CLTR-5613,5,3,Cultural Anthropology,
CLTR,CLTR-5753,5,3,Capstone,
CLTR,CLTR-9000,9,0,International Studies Participation,
CMIN,CMIN-0013,0,3,Children's Ministry Lower Division,
CMIN,CMIN-1202,1,2,Introduction to Children's Ministry,A study of the history of the child in the Bible and the unique aspects of the profession of Children's Ministry. This course is normally offered in the spring semester. Same as BIBL-1202.
CMIN,CMIN-2122,2,2,Teaching the Bible to Preschoolers,"A study of the age characteristics, motivational principles, learning methods, and curriculum for teaching the Bible to children from birth through age five. This course is normally offered in the fall semester. Same as BIBL-2122."
CMIN,CMIN-2222,2,2,Teaching the Bible to Elementary To Elementary Children,"A study of the age characteristics, motivational principles, learning methods, and curriculum for teaching the Bible to children in Grades 1-6. This course is normally offered in the fall and spring semesters."
CMIN,CMIN-3013,3,3,Ministry in the Margins: a Global Perspe,"The purpose of this course is to explore and examine ways in which the disability community provides the church with a dynamic model of spiritual transformation. The serious student will take away from this course a deeper understanding of the disability community and the church's obligation to reach out to those who are most vulnerable. This course will benefit those who are majoring in biblical studies, education, counseling, human services, business, any health-related field, or intercultural studies."
CMIN,CMIN-3212,3,2,Curriculum Development for Children's Ministry,This course is designed to equip university students with the skills to develop curriculum for children's ministry and be able to utilize the resources available. This course is normally offered in the spring semester of even numbered years.
CMIN,CMIN-3213,3,3,Curriculum Development for Children's Ministry,
CMIN,CMIN-3403,3,3,Leadership & Administration of Child Ministry,A study of the various and unique aspects of leadership and administration necessary to be an effective Children's Minister. This course is normally offered in the fall semester of even numbered years. Same as BIBL-3403.
CMIN,CMIN-3612,3,2,Spiritual Development of Children,"A study of the spiritual formation of children as it applies to both churches and parents. Study will focus on how Scripture, tradition, reason, and experience are connected in shaping a child's spiritual formation. Through reading, conducting surveys, and assignments, students will learn first-hand how to better equip churches, parents, and teachers to fulfill this role. This course is normally offered in the fall semester of even numbered years."
CMIN,CMIN-4313,4,3,"Volunteers, Parents, & Staff in Youth And Family Ministry",This course will equip students to carry out Ephesians 4:11-13. Effective youth and family ministry requires help. Students will learn how to recruit and train volunteers. Equipping parents to do their God-given job (Deuteronomy 6:4-9) will be given priority in the course. Relationships with paid and volunteer staff will be discussed. Students will be required to volunteer at a local church during the semester in the youth and family ministry. Same as YTMN-4313. This course is normally offered in the spring semester.
CMIN,CMIN-4411,4,1,Recreation for the Disabled Child,
CMIN,CMIN-4412,4,2,Vitla Issues in Children's Ministry,A study of the various and unique aspects of leadership and administration necessary to be an effective Children's Minister. This course is normally offered in the spring semester of even numbered years.
CMIN,CMIN-4802,4,2,SS: Special Studies Bible,
CMIN,CMIN-4822,4,2,Children's Ministry Internship,Practical experience in a church situation under the guidance of an experienced teacher or supervisor. By approval only. This course is normally offered every semester.
CMIN,CMIN-4823,4,3,Independent Study,
CMSC,CMSC-0010,0,0,Computer Science Lower Division,
CMSC,CMSC-0011,0,1,Computer Science Lower Divisio,
CMSC,CMSC-0012,0,2,Computer Science Lower Divisio,
CMSC,CMSC-0013,0,3,Computer Science Lower Div,
CMSC,CMSC-0014,0,4,Computer Science Lower Div,
CMSC,CMSC-0015,0,5,Computer Science Lower Div,
CMSC,CMSC-0020,0,0,Computer Science Upper Division,
CMSC,CMSC-0022,0,2,Computer Science Upper Divisio,
CMSC,CMSC-0023,0,3,Computer Science Upper Div,
CMSC,CMSC-0053,0,3,Computer Science-Graduate,
CMSC,CMSC-1003,1,3,Introduction to Information Technology,"Designed to introduce the student to the tools and methods of the information age. Topics include PC, hardware and software, operating systems, basics of computer security, and use of common PC devices."
CMSC,CMSC-1003L,1,0,Introduction to Information Technology Lab,
CMSC,CMSC-1113,1,3,Programming I,"Prerequisite: Corequisite-CMSC-1113L. An introduction to the discipline of computing. The course has three major objectives: to present computing as a discipline, to develop skills in problem solving using a computer and to teach the software development process. This course includes laboratory experiences in computer science. Lecture - 3 hours; Laboratory - 2 hours. This course is normally offered every semester."
CMSC,CMSC-1113L,1,0,Programming I Lab,
CMSC,CMSC-1123,1,3,Programming II,"Prerequisites: CMSC-1113 and CMSC-1313 or permission of instructor. Corequisite: CMSC-1123L. Continues the development of basic topics in computing, including algorithm design and implementation, and basic data structures such as linked lists and recursion. The course focuses on the software development process, including application design, testing and documentation. This course includes laboratory experiences in computer science. Lecture - 3 hours; Laboratory - 2 hours. This course is normally offered every semester."
CMSC,CMSC-1123L,1,0,Programming II Lab,
CMSC,CMSC-1124,1,4,Programming II,
CMSC,CMSC-1124L,1,0,Programming II Lab,
CMSC,CMSC-1313,1,3,Software Engineering I - Introduction,"A basic introduction to Software Engineering. Topics include software development lifecycle, computer systems, software systems and Internet architectures, and basic tools (MS Word, MS Excel, MS Access, wiki, CMS). This course is normally offered in the fall semester."
CMSC,CMSC-1381,1,1,Adv Radio Workshop,
CMSC,CMSC-1581,1,1,Priv Inst Acting Or Voice,
CMSC,CMSC-1912,1,2,M S Windows N T Technical Support,Not currently in the catalog.
CMSC,CMSC-2011,2,1,CS Team Experience I,"This course provides an experiential approach to learning Computer Science in a specialized area, with an emphasis on teamwork. The course may include practive using current CS industry tools and technologies, development of technology demonstrations, academic competitions, or undergraduate research depending on the specific area. This course will typically require a poster presentation or other demonstration of deliveriables. This course is normally offered in the spring semester. 2 hour lab."
CMSC,CMSC-2133,2,3,Object Oriented Programming,"Prerequisite: CMSC-1123. Covers object oriented design and implementation issues. Topics include an introduction to modeling tools (e.g, UML), abstraction, inheritance, polymorphism, memory management, and common design patterns. The course also provides an introduction to event handling and GUI development using relevant class libraries. Lecture - 3 hours; Laboratory - 2 hours. This course is normally offered in the fall semester."
CMSC,CMSC-2133L,2,0,Object Oriented Programming Lab Lab,
CMSC,CMSC-2213,2,3,Internet Application Development,"Prerequisite: CMSC-2133. An introduction to how the Internet works, the software tools used to develop applications for the Internet and the development of skills using those tools. The tools will include HTML, CSS, JavaScript, webservers, and application servers. This course is normally offered in the spring."
CMSC,CMSC-2213L,2,0,Internet Application Development Lab Lab,
CMSC,CMSC-2233,2,3,Data Structures and Algorithim Analysis,"Prerequisites: MATH-1623 and CMSC-2133. Covers the characteristics of data structures and their implementation. Topics include advanced lists, trees, hashing schemes, and introductory algorithm analysis. This course is normally offered in the spring semester."
CMSC,CMSC-2262,2,2,Java,Introduces the syntax and semantics of the programming language Java. This course is offered as needed.
CMSC,CMSC-2272,2,2,Bus Appl Prog (COBOL),Introduces the syntax and semantics of the programming language COBOL. This course is offered as needed.
CMSC,CMSC-2282,2,2,C++,
CMSC,CMSC-2283,2,3,Object Oriented Prog,
CMSC,CMSC-2302,2,2,Perl,Introduces the syntax and semantics of the programming language Perl. This course is offered as needed.
CMSC,CMSC-2312,2,2,Advanced C++,"Special attention will be given to problem solving, program design, efficiency of code, and testing program correctness. This course is offered as needed."
CMSC,CMSC-2313,2,3,Software Engineering II - Practices,"Prerequisite: CMSC-1123. An introduction to Software Engineering practices. Topics include software engineering processes and tools for the major software development activities, including requirements, design, develop, tests, deploy, and maintain. It also includes the discussion of software development methods, including Waterfall and Agile. This course is normally offered in the fall semester."
CMSC,CMSC-2322,2,2,Visual Basic.NET,Introduces the syntax and semantics of the programming language Visual Basic.NET. This course is offered as needed.
CMSC,CMSC-2332,2,2,C#,Introduces the syntax and semantics of the programming language C#. This course is offered as needed.
CMSC,CMSC-2352,2,2,Ruby on Rails,
CMSC,CMSC-2413,2,3,Assembly Language,"Prerequisites: CMSC-1123 and MATH-1623 or departmental permission. An introduction to assembly language concepts and programming. The topics include binary and hexadecimal number systems, data representation methods, addressing techniques and subroutines. This course is normally offered in the fall semseter."
CMSC,CMSC-3113,3,3,Data Comm & Networking,
CMSC,CMSC-3203,3,3,Game Programming Unity,"Prerequisites: CMSC-2233 This course provides an introduction to game programming within a contemporary game engine environment (e.g., Unity3D). Topics include tool usage, basic asset creation, the game engine API, and data structures and logic for two and three-dimensional games. This course assumes familiarity with at least one object oriented programming language. This course is offered every fall semester."
CMSC,CMSC-3233,3,3,Data Structures & Algor Ana,"Covers the characteristics of data structures and their implementation. Topics include advanced lists, trees, hashing schemes, and introductory algorithm analysis. This course is normally offered in the fall semester."
CMSC,CMSC-3243,3,3,Computers and Society,"Provides insight into the role of the computer in modern society and its impact upon the individual. Topics include legal issues, dangers posed by computers, public perception of computers, and computer scientists? and futurists? views of computing. This course is offered in the fall semester of odd numbered years."
CMSC,CMSC-3253,3,3,Game Programming Unreal,"Prerequisites: CMSC-2233 This course provides an introduction to game programming within the Unreal game engine environment. Topics include tool usage, basic asset manipulation, the game engine API, Blueprints, and data structures and logic for two and three-dimensional games. This course assumes familiarity with at least one object oriented programming language. This course is typically offered every spring semester."
CMSC,CMSC-3313,3,3,Software Engineering III - Ethics,"Prerequisite: CMSC-2313. Provides insight into the ethics required in computer science and software engineering practice. It will also include the role of the computer in modern society and its impact upon the individual. Topics include ethical decision-making, legal issues, dangers posed by computers, public perception of computers, and computer scientists' and futurists' views of computing. This course is offered in the fall semester of odd numbered years."
CMSC,CMSC-3413,3,3,Intro Assembly Language,
CMSC,CMSC-3443,3,3,Computer Organization and Architecture,"Prerequisite: CMSC-2413. An introduction to the organization and structuring of the major hardware components of computers. Emphasis is placed upon the mechanics of information transfer and control within a digital system and the fundamentals of logic design. Topics include the control unit, memory, ALU, I/O and interfacing. Some lab experience is included. This course is normally offered in the spring semester."
CMSC,CMSC-3633,3,3,Introduction to Cybersecurity,"This course provides a comprehensive, up-to-date global body of knowledge that ensures students have the right information security knowledge and skills to be successful in IT operational roles to mitigate security concerns and guard against the impact of malicious activity. This course prepares students for the Systems Security Certified Practitioner (ISC2 SSCP) certification exam."
CMSC,CMSC-4011,4,1,CS Team Experience II,"This course provides an experiential approach to learning Computer Science in a specialized area, with an emphasis on teamwork. The course may include practice using current CS industry tools and technologies, development of technology demonstrations, academic competitions, or undergraduate research depending on the specific area. This course will typically require a poster presentation or other demonstration of deliveriables. This course is normally offered in the spring semester. 2 hour lab."
CMSC,CMSC-4103,4,3,Data Communications and Networking,"Prerequisite: CMSC-3443 or ELEC-3203. A study of the concepts and terminology of data communications, network design, and distributed information systems. Topics include transmission service and equipment characteristics, protocols, data communication software, and federal regulatory policy. This course is normally offered in the fall semester."
CMSC,CMSC-4113,4,3,Human Computer Interaction,"Prerequisite: CMSC-2233. An introduction to user interface design and user experience. Topics include HCI concepts and principles, usability, HCI evaluation, HCI design, interaction styles, and interaction devices. This course is normally offered in the fall semester of odd numbered years."
CMSC,CMSC-4123,4,3,Software Engineering IV - Tools,"Prerequisite: CMSC-2233 and CMSC-2313 This course will provide the student with practical experience in the use of software tools in a team environment. This course is the first in a two-course sequence (see also CMSC-4243) in which students are organized into teams to develop a software product, typically for an external customer. Tools covered include configuration management tools, project management software, software design/implementation tools, and programming languages, frameworks, and libraries required to create the product. This course is normally offered in the fall semester of even numbered years."
CMSC,CMSC-4133,4,3,Introduction to Parallel Programming,"Prerequisite: CMSC-2133. This course is an introductory course in parallel programming for upper-division undergraduate and graduate students who have already learned to program in C, C++, Java, or C#. The goal of the course will be to equip computer science students to be able to program multi core computers and parallel processors generally for scientific, engineering, and business applications."
CMSC,CMSC-4214L,4,0,Systems Analysis & Design Lab,
CMSC,CMSC-4223,4,3,Computer Simulation,Prerequisite: CMSC-2233. An introduction to the application of programming to the design and implementation of computer simulations. Topics include simulation languages and the application of stochastic processes to simulation theory. This course is normally offered in the spring semester of even numbered years.
CMSC,CMSC-4233,4,3,Mobile Application Development,Prerequisite: CMSC-2233 An introduction to mobile application software development. In this course the student will learn to develop mobile apps. Topics will include mobile platforms and mobile application development tools. This course is normally offered every semester.
CMSC,CMSC-4243,4,3,Software Engineering V - Projects,"Prerequisites: CMSC-4123 and Pre-or Co-requisite CMSC-4323 This is a project-based course in which students work on teams to complete the entire lifecycle of a significant software project, from requirements analysis to system delivery and testing. In addition to software system deliverables, teams will be responsible for writing software specifications and training materials, as well as making multiple presentations to customers and faculty. This course is normally offered in the spring semester of odd numbered years."
CMSC,CMSC-4253,4,3,Theory of Computing,"An introduction to the theory of computation. Topics include languages, finite state automata, context free grammars, Turing machines, complexity classes, P vs NP, quantum complexity, and the arithmetic hierarchy. Recommended for students pursuing a further graduate study."
CMSC,CMSC-4323,4,3,Database Systems,Prerequisite: CMSC-2233. An introduction to database systems. Topics include the design and implementation of the major database models. This course is normally offered in the fall semester of even numbered years.
CMSC,CMSC-4413,4,3,Operating Systems,"Prerequisites: CMSC-2233 and CMSC-3443 or CENG-3203. An examination of the major features of an operating system and its interaction with the hardware at the register level. Topics include memory management, job scheduling, and multi-programming. This course is normally offered in the spring semester."
CMSC,CMSC-4423,4,3,Computer Graphics,"Prerequisites: CMSC-2233. An introduction to the fundamental techniques of computer graphics. Topics include two and three-dimensional graphing, hidden-surface algorithms, animation, and applications of graphics. This course is normally offered in the fall semester of odd numbered years."
CMSC,CMSC-4433,4,3,Compiler Construction,"Prerequisite: CMSC-2233. An introduction to compiler construction. Topics will include lexical analysis, syntax analysis, intermediate code generation, runtime environments, code generation and optimization. This course is offered as needed."
CMSC,CMSC-4443,4,3,Cryptography,"This course covers foundations and practical applications of modern cryptography. Ideas about defining security, hardness assumptions, and the possibility of proving security of complicated constructions based on low-level primitives will all be explored. Topics include: principles of modern cryptography, classical encryption schemes,private-key encryption, message authentication, hash functions, public-key encryption, and digital signatures. By the end of the course, the student will have a firm grasp of cryptographic primitives in wide use today and a knowledge of how to combine these in order to develop modern protocols for secure communciation. Students cannot receive credit for both CMSC-4443 and CMSC-5523."
CMSC,CMSC-4513,4,3,Programming Languages,"Prerequisite: CMSC-2233. A study of the organization of programming languages. Topics include data types, sequence control, data control, and operating environment considerations. Several high-level languages will be studied. This course is normally offered in the spring semester of odd numbered years."
CMSC,CMSC-4523,4,3,Information Systems Security,
CMSC,CMSC-4643,4,3,Network Security With Lab,"This course focuses on the concepts, terminology and practice of network security. Topics include the fundamental goals of network security and practical applications of wired and wireless network security techniques such as applications of cryptology in network protocols, authentication, access control, network security devices such as firewalls and intrusion detection and prevention systems, incident response, log analysis, honeypots and honeynets. This course prepares students for the CompTIA Network+ and Security+ certification exams. Students are required to research and present an APAP format research paper. Laboratory 2 hours."
CMSC,CMSC-4643L,4,0,Network Security Lab,
CMSC,CMSC-4653,4,3,Cloud Architecture and Security,"This course covers cloud computing architecture and cloud security concepts including access control and management, governance, logging, and encryption methods. It also covers security-related compliance protocols and risk management strategies, as well as procedures related to auditing cloud security infrastructure. Students will have hands-on experience designing solutions for cloud-based platforms and operations that maintain data availability while protecting the confidentiality and integrity of information. This course prepares students for professioal CompTIA CLOUD + Security certification exam. Students are required to research and present an APAP format research paper."
CMSC,CMSC-4653L,4,0,Cloud Architecture & Security Lab,
CMSC,CMSC-4663,4,3,Network Forensics,"Prerequisite: CMSC 4643. Introduces digital forensic concepts and practices on local area networks, wide area networks and large scale networks such as the Internet. Lectures include topics such as investigative techniques, how to conduct a cyber investigation, manage chain-of-evidence and follow a cyber-trail. A large part of the course involves demonstrations and hands-on labs, including: use of network forensic tools such as packet monitors, security information and event managers (SIEMs), tracers, and other tools useful for analyzing events. Many of the labs involve analysis of packet captures of both actual attacks and theoretical malfeasance by offenders. Students have a final lab exercise instead of a final exam,and are required to research and present an APA format research paper. Laboratory 2 hours."
CMSC,CMSC-4663L,4,0,Network Forensics Lab,
CMSC,CMSC-4673,4,3,Computer Systems Risk Management,"This course applies the NIST Risk Management Framework (RMF) as students complete project deliverables and communicate project results, integrating Enterprise and Cloud System risk management principles and standards. Students will develop in-depth analytic competencies to relevant risk problems. Students are to resarch and present a Computer Risk Report instead of a final exam."
CMSC,CMSC-4683,4,3,Offensive Security & Penetration Testing,"Laboratory 2 hours. Prerequisite: CMSC-4643. This course prepares students to conduct successful offensive security, penetration testing, and ethical hacking projects. The course covers proper planning, scoping and reconnaissance, and then dives deep into scanning, target exploitation, password attacks, and wireless and Web applications with detailed hands-on exercises. Students will participate in an intensive, hands-on Capture the Flag exercise, conducting a penetration test against a sample target organization. This course prepares students for the professional CompTIA PenTest+ security certification exam."
CMSC,CMSC-4713,4,3,Artificial Intelligence,"Prerequisite: CMSC-2233. An introduction to the study of artificial intelligence. Topics include problem solving using state-space and problem reduction techniques, search methods, game playing, and predicate calculus. This course is normally offered every spring semester."
CMSC,CMSC-4801,4,1,SS: Special Studies Comp Sci,
CMSC,CMSC-4802,4,2,SS: Special Studies Comp Sci,
CMSC,CMSC-4803,4,3,SS: Special Studies Comp Sci,
CMSC,CMSC-4811,4,1,SS: Special Studies Comp Sci,Prerequisite: 35 hours of computer science. A seminar designed to unite the varied elements of the computer science major. A written and oral presentation covering a current research topic in computer science is required. This course is normally offered every semester.
CMSC,CMSC-4813,4,3,SS: Special Studies Comp Sci,
CMSC,CMSC-4823,4,3,SS: Special Studies Comp Sci,
CMSC,CMSC-4900,4,0,Independent Study in Computer Science,"Assigned research, readings, and reports based on the need of the individual student. May be taken only with permission of the instructor and of the departmental chair. See departmental guidelines for further information. This course is offered as needed."
CMSC,CMSC-4901,4,1,Practicum for Computer Science,"On job experience is a valuable way for students majoring in Computer Science to practice and improve their skills. Working with real world problems enhances the theoretical curriculum we offer and gives students a new perspective on concepts they have been taught. Enrollment in this course will be under the supervision of an individual Computer Science professor, who will work with the student's supervisor. A journal or summary paper of the internship experience will be required at the conclusion of the employment period. A 12-week practicum at 20 hours per week will correspond to 1 hour of credit. Prior permission of the Computer Science department is necessary for enrollment. 1 credit hour."
CMSC,CMSC-4902,4,2,IS: Computer Science,
CMSC,CMSC-4903,4,3,IS:Computer Science Ind Std,
CMSC,CMSC-4911,4,1,IS:SEMINAR IN COMP SCIENCE,
CMSC,CMSC-4913,4,3,IS: Database Processing,
CMSC,CMSC-4914,4,4,Independent Study,
CMSC,CMSC-4921,4,1,IS:Computer Science,
